 -1.95312E-03  1.59617E+00
  1.95312E-03  1.59617E+00
  5.85938E-03  1.59605E+00
  9.76562E-03  1.59582E+00
  1.36719E-02  1.59547E+00
  1.75781E-02  1.59501E+00
  2.14844E-02  1.59445E+00
  2.53906E-02  1.59377E+00
  2.92969E-02  1.59299E+00
  3.32031E-02  1.59210E+00
  3.71094E-02  1.59111E+00
  4.10156E-02  1.59001E+00
  4.49219E-02  1.58882E+00
  4.88281E-02  1.58753E+00
  5.27344E-02  1.58614E+00
  5.66406E-02  1.58465E+00
  6.05469E-02  1.58307E+00
  6.44531E-02  1.58140E+00
  6.83594E-02  1.57964E+00
  7.22656E-02  1.57778E+00
  7.61719E-02  1.57584E+00
  8.00781E-02  1.57381E+00
  8.39844E-02  1.57170E+00
  8.78906E-02  1.56951E+00
  9.17969E-02  1.56723E+00
  9.57031E-02  1.56487E+00
  9.96094E-02  1.56243E+00
  1.03516E-01  1.55992E+00
  1.07422E-01  1.55732E+00
  1.11328E-01  1.55466E+00
  1.15234E-01  1.55192E+00
  1.19141E-01  1.54911E+00
  1.23047E-01  1.54622E+00
  1.26953E-01  1.54327E+00
  1.30859E-01  1.54025E+00
  1.34766E-01  1.53716E+00
  1.38672E-01  1.53401E+00
  1.42578E-01  1.53080E+00
  1.46484E-01  1.52752E+00
  1.50391E-01  1.52419E+00
  1.54297E-01  1.52079E+00
  1.58203E-01  1.51733E+00
  1.62109E-01  1.51382E+00
  1.66016E-01  1.51026E+00
  1.69922E-01  1.50664E+00
  1.73828E-01  1.50297E+00
  1.77734E-01  1.49925E+00
  1.81641E-01  1.49547E+00
  1.85547E-01  1.49165E+00
  1.89453E-01  1.48779E+00
  1.93359E-01  1.48388E+00
  1.97266E-01  1.47992E+00
  2.01172E-01  1.47593E+00
  2.05078E-01  1.47189E+00
  2.08984E-01  1.46781E+00
  2.12891E-01  1.46370E+00
  2.16797E-01  1.45954E+00
  2.20703E-01  1.45536E+00
  2.24609E-01  1.45113E+00
  2.28516E-01  1.44688E+00
  2.32422E-01  1.44259E+00
  2.36328E-01  1.43828E+00
  2.40234E-01  1.43393E+00
  2.44141E-01  1.42956E+00
  2.48047E-01  1.42516E+00
  2.51953E-01  1.42074E+00
  2.55859E-01  1.41629E+00
  2.59766E-01  1.41182E+00
  2.63672E-01  1.40734E+00
  2.67578E-01  1.40283E+00
  2.71484E-01  1.39830E+00
  2.75391E-01  1.39375E+00
  2.79297E-01  1.38919E+00
  2.83203E-01  1.38462E+00
  2.87109E-01  1.38003E+00
  2.91016E-01  1.37543E+00
  2.94922E-01  1.37082E+00
  2.98828E-01  1.36619E+00
  3.02734E-01  1.36156E+00
  3.06641E-01  1.35692E+00
  3.10547E-01  1.35228E+00
  3.14453E-01  1.34762E+00
  3.18359E-01  1.34297E+00
  3.22266E-01  1.33830E+00
  3.26172E-01  1.33364E+00
  3.30078E-01  1.32897E+00
  3.33984E-01  1.32430E+00
  3.37891E-01  1.31964E+00
  3.41797E-01  1.31497E+00
  3.45703E-01  1.31030E+00
  3.49609E-01  1.30564E+00
  3.53516E-01  1.30098E+00
  3.57422E-01  1.29632E+00
  3.61328E-01  1.29167E+00
  3.65234E-01  1.28703E+00
  3.69141E-01  1.28239E+00
  3.73047E-01  1.27775E+00
  3.76953E-01  1.27313E+00
  3.80859E-01  1.26851E+00
  3.84766E-01  1.26390E+00
  3.88672E-01  1.25930E+00
  3.92578E-01  1.25471E+00
  3.96484E-01  1.25013E+00
  4.00391E-01  1.24556E+00
  4.04297E-01  1.24100E+00
  4.08203E-01  1.23646E+00
  4.12109E-01  1.23192E+00
  4.16016E-01  1.22740E+00
  4.19922E-01  1.22289E+00
  4.23828E-01  1.21840E+00
  4.27734E-01  1.21392E+00
  4.31641E-01  1.20945E+00
  4.35547E-01  1.20500E+00
  4.39453E-01  1.20056E+00
  4.43359E-01  1.19614E+00
  4.47266E-01  1.19173E+00
  4.51172E-01  1.18734E+00
  4.55078E-01  1.18296E+00
  4.58984E-01  1.17860E+00
  4.62891E-01  1.17425E+00
  4.66797E-01  1.16992E+00
  4.70703E-01  1.16561E+00
  4.74609E-01  1.16132E+00
  4.78516E-01  1.15704E+00
  4.82422E-01  1.15278E+00
  4.86328E-01  1.14853E+00
  4.90234E-01  1.14430E+00
  4.94141E-01  1.14009E+00
  4.98047E-01  1.13590E+00
  5.01953E-01  1.13172E+00
  5.05859E-01  1.12756E+00
  5.09766E-01  1.12342E+00
  5.13672E-01  1.11930E+00
  5.17578E-01  1.11519E+00
  5.21484E-01  1.11110E+00
  5.25391E-01  1.10703E+00
  5.29297E-01  1.10298E+00
  5.33203E-01  1.09894E+00
  5.37109E-01  1.09493E+00
  5.41016E-01  1.09092E+00
  5.44922E-01  1.08694E+00
  5.48828E-01  1.08298E+00
  5.52734E-01  1.07903E+00
  5.56641E-01  1.07510E+00
  5.60547E-01  1.07119E+00
  5.64453E-01  1.06729E+00
  5.68359E-01  1.06341E+00
  5.72266E-01  1.05956E+00
  5.76172E-01  1.05571E+00
  5.80078E-01  1.05189E+00
  5.83984E-01  1.04808E+00
  5.87891E-01  1.04429E+00
  5.91797E-01  1.04052E+00
  5.95703E-01  1.03676E+00
  5.99609E-01  1.03302E+00
  6.03516E-01  1.02930E+00
  6.07422E-01  1.02560E+00
  6.11328E-01  1.02191E+00
  6.15234E-01  1.01824E+00
  6.19141E-01  1.01459E+00
  6.23047E-01  1.01095E+00
  6.26953E-01  1.00733E+00
  6.30859E-01  1.00373E+00
  6.34766E-01  1.00014E+00
  6.38672E-01  9.96574E-01
  6.42578E-01  9.93022E-01
  6.46484E-01  9.89486E-01
  6.50391E-01  9.85967E-01
  6.54297E-01  9.82464E-01
  6.58203E-01  9.78977E-01
  6.62109E-01  9.75507E-01
  6.66016E-01  9.72052E-01
  6.69922E-01  9.68614E-01
  6.73828E-01  9.65191E-01
  6.77734E-01  9.61784E-01
  6.81641E-01  9.58395E-01
  6.85547E-01  9.55020E-01
  6.89453E-01  9.51662E-01
  6.93359E-01  9.48320E-01
  6.97266E-01  9.44994E-01
  7.01172E-01  9.41683E-01
  7.05078E-01  9.38389E-01
  7.08984E-01  9.35110E-01
  7.12891E-01  9.31847E-01
  7.16797E-01  9.28600E-01
  7.20703E-01  9.25368E-01
  7.24609E-01  9.22152E-01
  7.28516E-01  9.18951E-01
  7.32422E-01  9.15767E-01
  7.36328E-01  9.12597E-01
  7.40234E-01  9.09444E-01
  7.44141E-01  9.06306E-01
  7.48047E-01  9.03184E-01
  7.51953E-01  9.00078E-01
  7.55859E-01  8.96988E-01
  7.59766E-01  8.93913E-01
  7.63672E-01  8.90854E-01
  7.67578E-01  8.87812E-01
  7.71484E-01  8.84785E-01
  7.75391E-01  8.81775E-01
  7.79297E-01  8.78781E-01
  7.83203E-01  8.75804E-01
  7.87109E-01  8.72842E-01
  7.91016E-01  8.69898E-01
  7.94922E-01  8.66970E-01
  7.98828E-01  8.64060E-01
  8.02734E-01  8.61167E-01
  8.06641E-01  8.58291E-01
  8.10547E-01  8.55433E-01
  8.14453E-01  8.52593E-01
  8.18359E-01  8.49771E-01
  8.22266E-01  8.46969E-01
  8.26172E-01  8.44186E-01
  8.30078E-01  8.41422E-01
  8.33984E-01  8.38678E-01
  8.37891E-01  8.35956E-01
  8.41797E-01  8.33254E-01
  8.45703E-01  8.30573E-01
  8.49609E-01  8.27915E-01
  8.53516E-01  8.25280E-01
  8.57422E-01  8.22669E-01
  8.61328E-01  8.20082E-01
  8.65234E-01  8.17520E-01
  8.69141E-01  8.14985E-01
  8.73047E-01  8.12477E-01
  8.76953E-01  8.09998E-01
  8.80859E-01  8.07548E-01
  8.84766E-01  8.05129E-01
  8.88672E-01  8.02742E-01
  8.92578E-01  8.00389E-01
  8.96484E-01  7.98071E-01
  9.00391E-01  7.95790E-01
  9.04297E-01  7.93547E-01
  9.08203E-01  7.91345E-01
  9.12109E-01  7.89187E-01
  9.16016E-01  7.87074E-01
  9.19922E-01  7.85008E-01
  9.23828E-01  7.82993E-01
  9.27734E-01  7.81030E-01
  9.31641E-01  7.79124E-01
  9.35547E-01  7.77278E-01
  9.39453E-01  7.75494E-01
  9.43359E-01  7.73778E-01
  9.47266E-01  7.72133E-01
  9.51172E-01  7.70563E-01
  9.55078E-01  7.69073E-01
  9.58984E-01  7.67668E-01
  9.62891E-01  7.66355E-01
  9.66797E-01  7.65138E-01
  9.70703E-01  7.64025E-01
  9.74609E-01  7.63021E-01
  9.78516E-01  7.62134E-01
  9.82422E-01  7.61373E-01
  9.86328E-01  7.60744E-01
  9.90234E-01  7.60258E-01
  9.94141E-01  7.59923E-01
  9.98047E-01  7.59751E-01
  1.00195E+00  7.59751E-01
